id;nome;email;valor_compra;dominio_email
429;Cecilia Pinto;da-cunhajuan@example.net;8657,11;example.net
430;Henry Macedo;davinovaes@example.net;8195,84;example.net
431;Ian Siqueira;monteiroisabel@example.com;2433,87;example.com
432;Kamilly Teixeira;danielalves@example.net;4320,33;example.net
433;Ana Julia da Rosa;tramos@example.net;5722,36;example.net
434;Amanda Santos;davi-lucas61@example.net;4141,66;example.net
435;Lunna Farias;maya42@example.net;7435,08;example.net
436;Pietra Oliveira;ecunha@example.net;2922,65;example.net
437;José Miguel Pereira;britorafael@example.net;1159,49;example.net
438;Maria Julia da Cruz;fernandesjoana@example.net;5308,99;example.net
439;Dra. Amanda Rios;caldeiraheloisa@example.org;1322,86;example.org
440;Maria Eduarda da Conceição;catarinavieira@example.net;2052,66;example.net
441;Thiago Fonseca;erickcosta@example.org;8352,35;example.org
442;Marcos Vinicius Borges;azevedoluiz-otavio@example.com;1077,93;example.com
443;Ravi Melo;alexia79@example.net;4108,66;example.net
444;Ana Júlia Rezende;davi-miguel06@example.org;2275,19;example.org
445;Danilo Mendes;maria-fernanda53@example.com;7853,8;example.com
446;Srta. Maria Vitória Cavalcanti;ooliveira@example.org;4525,68;example.org
447;Maria Eduarda Ribeiro;da-matamarcelo@example.org;8886,2;example.org
448;Sr. Enrico Câmara;nrios@example.net;3791,01;example.net
449;Sra. Marcela da Mata;castrovinicius@example.com;6038,87;example.com
450;Marcelo Fonseca;da-costavicente@example.net;4491,54;example.net
451;Rodrigo Correia;igorporto@example.net;6376,99;example.net
452;Asafe Cassiano;bernardo67@example.com;8522,87;example.com
453;Maria Eduarda da Cruz;ateixeira@example.org;6751,68;example.org
454;Dr. Rael Farias;silvanicole@example.org;3194,74;example.org
455;Júlia Brito;ribeirocaua@example.org;8997,39;example.org
456;Luana Ramos;rochalivia@example.org;2380,13;example.org
457;Lara Casa Grande;pietro86@example.net;7023,74;example.net
458;Kevin Vargas;bcassiano@example.org;5604,05;example.org
459;Benjamin Almeida;marcos-vinicius17@example.net;3053,49;example.net
460;Bento Caldeira;mendesvitoria@example.com;2967,52;example.com
461;Helena Albuquerque;jesuspedro-lucas@example.com;6058,66;example.com
462;Sr. Benício Cavalcanti;maysamoreira@example.org;2582,02;example.org
463;Dante Nascimento;azevedosabrina@example.com;2266,23;example.com
464;Ryan Costa;ottoramos@example.org;5295,24;example.org
465;Clara Siqueira;andreleao@example.org;7883,68;example.org
466;Gustavo Cunha;britoemilly@example.org;9613,01;example.org
467;Dra. Ísis da Mota;montenegroclarice@example.com;3010,97;example.com
468;Emilly da Cruz;lorenzomarques@example.org;4286,49;example.org
469;Aylla Camargo;tcamara@example.com;3609,12;example.com
470;Ana Cecília da Conceição;benjaminmoreira@example.org;6676,62;example.org
471;Isaac Caldeira;abreuryan@example.net;1499,39;example.net
472;Lavínia Pereira;calebda-conceicao@example.net;2338,27;example.net
473;Ana Laura Freitas;ovargas@example.com;4428,02;example.com
474;Ester Nunes;saasafe@example.net;2127,78;example.net
475;Rhavi Melo;joao-lucasrocha@example.net;3239,88;example.net
476;Fernando da Paz;fda-rocha@example.com;5510,59;example.com
477;Yuri Duarte;luiz-felipe37@example.com;9876,49;example.com
478;João Felipe Albuquerque;matheusda-conceicao@example.net;9735,57;example.net
479;Sra. Gabrielly da Cunha;azevedomatheus@example.net;2316,28;example.net
480;Caleb Macedo;joao-pedrogoncalves@example.com;2091,75;example.com
481;Isabela Porto;lsa@example.org;9482,21;example.org
482;Luiz Felipe Melo;ana-carolina67@example.net;5896,16;example.net
483;Eduarda Silveira;carlos-eduardo27@example.net;8155,32;example.net
484;Dr. Gustavo Henrique Pires;luigi98@example.net;9985,88;example.net
485;Nathan Campos;caroline00@example.net;9249,38;example.net
486;Henry Pires;leaoguilherme@example.com;5482,36;example.com
487;Dr. Theo Farias;joao-guilhermeazevedo@example.org;9123,46;example.org
488;Dra. Lívia Novais;dantejesus@example.com;9478,4;example.com
489;Lucas Gabriel Abreu;lucas19@example.org;7949,74;example.org
490;José Pedro Santos;yabreu@example.com;3379,54;example.com
491;Aylla Nascimento;davi-luccaabreu@example.org;2306,95;example.org
492;Cauã Oliveira;eazevedo@example.net;8443,65;example.net
493;Olivia Cardoso;marcelorezende@example.com;8532,77;example.com
494;Nathan Nogueira;cassianoluiz-otavio@example.com;9838,67;example.com
495;Pietra da Paz;zaraujo@example.com;6797,47;example.com
496;Dra. Bianca Cavalcanti;wramos@example.com;2184,8;example.com
497;Raquel Casa Grande;ugarcia@example.org;4909,44;example.org
498;Hadassa Vargas;joao-gabrielmoraes@example.org;2656,07;example.org
499;Arthur Miguel Cavalcanti;maria95@example.org;7049,02;example.org
500;Theo Ramos;maria-liz78@example.org;4533,07;example.org
501;Lucca Silva;isisvasconcelos@example.net;8572,37;example.net
502;Srta. Melina Cassiano;salesravy@example.net;8491,55;example.net
503;Guilherme Cassiano;tborges@example.com;5089,84;example.com
504;Rafaela Fonseca;anthonycosta@example.net;2286,5;example.net
505;Theo Cassiano;brunamelo@example.net;3188,17;example.net
506;Gael Garcia;cardosoana-julia@example.net;5055,75;example.net
507;Sofia Ramos;kevin22@example.com;8121,8;example.com
508;Gael Henrique Pires;inascimento@example.net;2248,09;example.net
509;Ana Laura Aragão;pedro-lucas95@example.org;9960,57;example.org
510;Luiz Miguel Rodrigues;allanamoreira@example.org;2551,27;example.org
511;Lorena Aparecida;da-cruzisaac@example.net;5330,93;example.net
512;Isis Viana;gabrielly31@example.com;5506,54;example.com
513;Alana Vargas;pietro08@example.net;5056,62;example.net
514;Daniel Pinto;moreiraana-luiza@example.net;8379,79;example.net
515;Mateus Santos;ramosthiago@example.org;5881,63;example.org
516;Otávio Nogueira;bianca02@example.org;2814,99;example.org
517;Ágatha Câmara;maria-cecilia88@example.com;6825,92;example.com
518;Sofia Fonseca;brenda84@example.org;1894,87;example.org
519;Dr. Felipe Novaes;thomas79@example.net;2229,68;example.net
520;Henry Gabriel Pinto;maria-julia57@example.com;7145,24;example.com
521;Dra. Clara Rios;joaquimteixeira@example.com;3680,37;example.com
522;Larissa Macedo;ana-sophia86@example.net;8036,57;example.net
523;Sra. Ana Luiza Casa Grande;novaisayla@example.com;3153,77;example.com
524;Sr. Luiz Miguel Silva;eramos@example.com;2350,26;example.com
525;Srta. Maria Julia Viana;riosantony@example.com;6144,24;example.com
526;Ana Carolina Leão;vda-costa@example.net;1212,32;example.net
527;Marcelo Moura;marinavieira@example.com;7004,91;example.com
528;Vinícius Brito;hribeiro@example.com;1698,96;example.com
529;Dr. Paulo Jesus;renanmarques@example.org;5554,48;example.org
530;João Pimenta;valentinacassiano@example.net;6637,64;example.net
531;Antony Cunha;henriquenunes@example.net;7459,88;example.net
532;Ravy Moraes;maria-julia26@example.net;1321,6;example.net
533;Luiz Otávio Nunes;lazevedo@example.net;2625,22;example.net
534;Lorena Macedo;saleslais@example.net;9377,96;example.net
535;Léo Dias;efonseca@example.org;1899,76;example.org
536;João Pedro Gomes;luiz-felipemoura@example.net;4441,54;example.net
537;Sr. Vinicius Vargas;davi58@example.net;5033,81;example.net
538;Sr. Matheus Abreu;azevedoisabela@example.net;9969,96;example.net
539;Dr. Thiago Carvalho;arthur91@example.com;8933,95;example.com
540;Heloisa Martins;anovaes@example.com;8337,93;example.com
541;Gael Andrade;jalves@example.org;8141,98;example.org
542;Ana Beatriz Andrade;luan12@example.org;6909,07;example.org
543;Dr. Nathan Rezende;rezendeemilly@example.net;9992,9;example.net
544;Francisco Rocha;maria-alicemachado@example.com;2381,85;example.com
545;Isabela Freitas;carvalhoravi-lucca@example.com;4826,79;example.com
546;Yan Borges;caldeiraana-beatriz@example.com;4399,9;example.com
547;Heloísa Moraes;nicole46@example.net;2228,77;example.net
548;Otávio Câmara;eloahda-luz@example.org;3036,93;example.org
549;Dr. Gael Araújo;yandrade@example.org;6615,89;example.org
550;Isis Fonseca;vitoria81@example.org;2342,94;example.org
551;Stephany Fernandes;igorcampos@example.com;2207,66;example.com
552;Gael Cardoso;fogacabenicio@example.net;4099,7;example.net
553;Apollo Almeida;yasminalbuquerque@example.com;6228,24;example.com
554;Maitê Melo;ccavalcante@example.net;1980,94;example.net
555;Ísis Andrade;fdias@example.net;8131,68;example.net
556;Marcos Vinicius Porto;melissafernandes@example.com;5921,02;example.com
557;João Gabriel Dias;arthur-miguelbrito@example.org;6776,69;example.org
558;Esther Pereira;wabreu@example.com;1891,32;example.com
559;Eloah Abreu;csilveira@example.net;2544,24;example.net
560;André Farias;yasminpeixoto@example.com;1290,28;example.com
561;Ian Costela;nfarias@example.net;7006,29;example.net
562;Dr. João Guilherme Sampaio;hellenada-costa@example.org;6672,22;example.org
563;Clarice Rodrigues;zmacedo@example.com;6533,93;example.com
564;Murilo Macedo;vinicius90@example.net;8271,85;example.net
565;Ayla Andrade;eduardomelo@example.org;3606,62;example.org
566;Guilherme Farias;da-cruzpaulo@example.com;2246,32;example.com
567;Ana Vitória da Costa;bernardomelo@example.org;1808,1;example.org
568;Benjamim Montenegro;otavio27@example.org;8289,3;example.org
569;Dr. Francisco Carvalho;albuquerqueheloisa@example.com;1596,91;example.com
570;Sr. Dom Sampaio;oduarte@example.com;3273,3;example.com
571;Laís Vargas;ester80@example.com;7763,02;example.com
572;Bruno Guerra;llima@example.com;2655,17;example.com
573;Ágatha Cassiano;catarinapacheco@example.com;7685,12;example.com
574;Ana Clara Andrade;raquel31@example.com;4666,06;example.com
575;Vicente Borges;tmelo@example.org;2824,39;example.org
576;Otávio Pires;pcamargo@example.net;7792,17;example.net
577;Maria Helena Sousa;aalves@example.com;5039,39;example.com
578;João Guilherme Mendes;eduarda74@example.org;6290,29;example.org
579;Letícia Leão;qmartins@example.com;5242,32;example.com
580;Joana Guerra;xgoncalves@example.org;4615,15;example.org
581;Levi da Luz;vjesus@example.org;1626,58;example.org
582;Ana Lívia Albuquerque;enovaes@example.com;1588,92;example.com
583;Mariah Sampaio;igor12@example.com;9445,26;example.com
584;Gabriela da Rosa;novaeslucas-gabriel@example.org;4618,13;example.org
585;Srta. Catarina Nunes;alicesales@example.org;4529,2;example.org
586;Sabrina Lima;bryanpastor@example.org;4912,43;example.org
587;Stella Rocha;eloah19@example.com;3590,28;example.com
588;Olívia Borges;lucas37@example.net;2529,13;example.net
589;Augusto Pereira;isaquemelo@example.net;2939,4;example.net
590;Joana Campos;bernardo74@example.net;2624,87;example.net
591;Benjamin Sampaio;santosaugusto@example.org;6276,3;example.org
592;Bruna Pires;vda-paz@example.net;5586,32;example.net
593;Bryan Correia;jsantos@example.net;4667,49;example.net
594;Maria Eduarda Cunha;pedro-henriquealmeida@example.org;4964,74;example.org
595;Caio Cavalcanti;juliasilveira@example.net;3690,67;example.net
596;Luan Rocha;icamargo@example.net;7442,89;example.net
597;Isabela da Mota;beatriz58@example.org;1613,58;example.org
598;Ravy Gomes;ana-julia13@example.com;3516,89;example.com
599;Emilly Rocha;davi-miguel30@example.com;6740,99;example.com
600;Alice Novais;pedro-henriquesousa@example.org;8759,92;example.org
601;Enzo Gabriel Aparecida;rhaviaragao@example.net;1737,45;example.net
602;Maria Laura Cardoso;evieira@example.net;2974,33;example.net
603;Maria Lopes;brenda79@example.org;1437,28;example.org
604;Aurora Siqueira;cunharaquel@example.org;8402,06;example.org
605;Igor Rios;ialbuquerque@example.net;9818,04;example.net
606;Dra. Ana Vitória Sampaio;maria-vitoria52@example.net;6032,54;example.net
607;Evelyn Moraes;jda-cunha@example.net;2522,14;example.net
608;Brenda Silva;maria-alice52@example.com;3128,19;example.com
609;Theodoro Aparecida;anna-lizazevedo@example.com;9431,53;example.com
610;Hadassa Rezende;julia76@example.net;5890,35;example.net
611;Pedro Gomes;mleao@example.net;7944,92;example.net
612;Ana Lívia Dias;salesthiago@example.org;2206,19;example.org
613;Heitor Novais;britobrayan@example.net;5247,63;example.net
614;Larissa Cavalcante;alvesgabrielly@example.net;4177,12;example.net
615;Calebe Lima;catarinaborges@example.com;1152,23;example.com
616;Nathan Dias;rael54@example.net;3743,25;example.net
617;Gabrielly Sousa;saparecida@example.org;6725,23;example.org
618;Melina Borges;theo65@example.org;2366,2;example.org
619;Liam Peixoto;anthonysouza@example.net;4421,92;example.net
620;Benjamim Lopes;alveslarissa@example.org;5127,76;example.org
621;José Pedro Fernandes;bella50@example.com;5547,21;example.com
622;Nathan Campos;hadassa87@example.net;2638,64;example.net
623;Asafe Sousa;teixeiradavi-miguel@example.com;4419,81;example.com
624;João Gabriel Almeida;clara48@example.com;8730,12;example.com
625;Diogo Cunha;machadogabriel@example.org;1349,53;example.org
626;Sr. João Guilherme Ferreira;pviana@example.net;3636,5;example.net
627;Maysa da Rosa;rodriguesheloisa@example.org;3828,65;example.org
628;Daniel Oliveira;ian02@example.org;4155,58;example.org
629;Arthur Gabriel Ferreira;ocunha@example.com;8372,0;example.com
630;Clara Brito;rsantos@example.com;6324,78;example.com
631;Agatha Casa Grande;biancapimenta@example.com;6608,37;example.com
632;Arthur Gabriel Silva;guilhermevieira@example.net;5876,65;example.net
633;Valentina Souza;allananovaes@example.org;9105,16;example.org
634;Lucca da Mota;eloa90@example.net;9762,02;example.net
635;Josué Barros;usousa@example.net;5932,34;example.net
636;Yasmin Pastor;cavalcantedante@example.net;5265,41;example.net
637;Ana Cecília Viana;maria-luisa98@example.org;1442,44;example.org
638;Olivia Costela;marqueseduardo@example.org;1740,55;example.org
639;Isabela Montenegro;nicolas71@example.net;1114,61;example.net
640;Alana Alves;jose28@example.org;1755,08;example.org
641;Sra. Ana Vitória da Luz;stellaandrade@example.org;9445,61;example.org
642;Sr. Alexandre Santos;martinsluiz-felipe@example.net;4323,29;example.net
643;José Pedro Albuquerque;rezendenoah@example.net;1937,29;example.net
644;Daniela Costela;gabriel70@example.net;3617,56;example.net
645;Samuel Silveira;costapaulo@example.com;1611,76;example.com
646;Letícia Araújo;ninasampaio@example.com;3581,92;example.com
647;Mariana Pimenta;gbarbosa@example.com;5198,29;example.com
648;Marcelo Pastor;bpacheco@example.com;8521,3;example.com
649;Antony Oliveira;thomas11@example.org;5605,86;example.org
650;Vitória Silva;mendesarthur-gabriel@example.net;1641,3;example.net
651;Lívia Cavalcanti;franciscoviana@example.net;9679,52;example.net
652;Davi Lucas Abreu;theo95@example.com;2622,6;example.com
653;Valentim Albuquerque;zoe72@example.net;3766,21;example.net
654;Sra. Maria Cecília Novais;ofogaca@example.org;3810,97;example.org
655;Maria Eduarda Santos;rnovais@example.com;8944,04;example.com
656;Cauã Alves;hcardoso@example.com;5751,16;example.com
657;Leandro Castro;isabellamontenegro@example.net;5295,45;example.net
658;Allana Aragão;kda-cunha@example.net;1145,71;example.net
659;Luísa Cirino;helena49@example.com;9356,13;example.com
660;Caio Aragão;eloahcavalcante@example.org;9013,82;example.org
661;Vinicius Mendes;luiz-miguelvargas@example.com;3088,8;example.com
662;Dr. Ian Fonseca;leo34@example.net;3887,13;example.net
663;Lucas Gabriel Lima;yasmin72@example.org;7748,56;example.org
664;Oliver Rezende;raquelbarros@example.org;4737,43;example.org
665;Sr. Breno da Rocha;joao-lucas84@example.net;6881,17;example.net
666;Caio Carvalho;rmacedo@example.org;6153,31;example.org
667;Aurora Correia;ibrito@example.net;9572,89;example.net
668;Dra. Ágatha Porto;pastoralicia@example.net;3777,84;example.net
669;Marcelo da Mota;usa@example.com;4018,13;example.com
670;Srta. Maria Cecília da Rosa;olivia30@example.org;3815,7;example.org
671;Ana Cardoso;barbosajulia@example.org;8186,85;example.org
672;Aurora Freitas;helenagomes@example.net;8890,0;example.net
673;Heloisa da Mata;joao-lucasbarros@example.org;8981,98;example.org
674;Stephany Vargas;cfernandes@example.com;5650,43;example.com
675;Ísis Souza;obrito@example.net;7018,98;example.net
676;Júlia Lopes;bernardoduarte@example.com;7789,33;example.com
677;Srta. Maria Clara Monteiro;rael92@example.com;8517,86;example.com
678;Josué Montenegro;marcela50@example.org;1414,92;example.org
679;Bruno Freitas;ana-laurasantos@example.com;3848,81;example.com
680;Dr. Renan Silveira;machadocaio@example.org;6464,16;example.org
681;Bryan Nogueira;isouza@example.org;2865,59;example.org
682;Yago Correia;thomasgarcia@example.net;1948,34;example.net
683;Sr. Henry Gabriel Casa Grande;pereiraravi-lucca@example.org;2477,55;example.org
684;Jade Aparecida;joao-lucasvargas@example.org;7062,16;example.org
685;Sr. Henry Casa Grande;karaujo@example.org;2652,02;example.org
686;Dr. Théo Leão;dramos@example.com;5020,75;example.com
687;Sr. Liam Macedo;ceciliavargas@example.net;3340,2;example.net
688;Camila Moraes;casa-grandeisis@example.net;3259,91;example.net
689;Alexia Rodrigues;montenegrolaura@example.net;9043,36;example.net
690;Sra. Lara Cunha;bda-mata@example.com;8186,47;example.com
691;Asafe Cavalcante;cmendonca@example.com;4086,8;example.com
692;Otto Correia;maria-lizdias@example.com;8993,15;example.com
693;Rodrigo Moreira;benjaminfreitas@example.net;8556,21;example.net
694;Laís Cavalcanti;kevin93@example.com;3049,76;example.com
695;Sofia Abreu;da-pazcatarina@example.net;3760,66;example.net
