id;nome;email;valor_compra
489;Lucas Gabriel Abreu;lucas19@example.org;7949.74
490;José Pedro Santos;yabreu@example.com;3379.54
491;Aylla Nascimento;davi-luccaabreu@example.org;2306.95
492;Cauã Oliveira;eazevedo@example.net;8443.65
493;Olivia Cardoso;marcelorezende@example.com;8532.77
494;Nathan Nogueira;cassianoluiz-otavio@example.com;9838.67
495;Pietra da Paz;zaraujo@example.com;6797.47
496;Dra. Bianca Cavalcanti;wramos@example.com;2184.80
497;Raquel Casa Grande;ugarcia@example.org;4909.44
498;Hadassa Vargas;joao-gabrielmoraes@example.org;2656.07
499;Arthur Miguel Cavalcanti;maria95@example.org;7049.02
500;Theo Ramos;maria-liz78@example.org;4533.07
501;Lucca Silva;isisvasconcelos@example.net;8572.37
502;Srta. Melina Cassiano;salesravy@example.net;8491.55
503;Guilherme Cassiano;tborges@example.com;5089.84
504;Rafaela Fonseca;anthonycosta@example.net;2286.50
505;Theo Cassiano;brunamelo@example.net;3188.17
506;Gael Garcia;cardosoana-julia@example.net;5055.75
507;Sofia Ramos;kevin22@example.com;8121.80
508;Gael Henrique Pires;inascimento@example.net;2248.09
509;Ana Laura Aragão;pedro-lucas95@example.org;9960.57
510;Luiz Miguel Rodrigues;allanamoreira@example.org;2551.27
511;Lorena Aparecida;da-cruzisaac@example.net;5330.93
512;Isis Viana;gabrielly31@example.com;5506.54
513;Alana Vargas;pietro08@example.net;5056.62
514;Daniel Pinto;moreiraana-luiza@example.net;8379.79
515;Mateus Santos;ramosthiago@example.org;5881.63
516;Otávio Nogueira;bianca02@example.org;2814.99
517;Ágatha Câmara;maria-cecilia88@example.com;6825.92
518;Sofia Fonseca;brenda84@example.org;1894.87
519;Dr. Felipe Novaes;thomas79@example.net;2229.68
520;Henry Gabriel Pinto;maria-julia57@example.com;7145.24
521;Dra. Clara Rios;joaquimteixeira@example.com;3680.37
522;Larissa Macedo;ana-sophia86@example.net;8036.57
523;Sra. Ana Luiza Casa Grande;novaisayla@example.com;3153.77
524;Sr. Luiz Miguel Silva;eramos@example.com;2350.26
525;Srta. Maria Julia Viana;riosantony@example.com;6144.24
526;Ana Carolina Leão;vda-costa@example.net;1212.32
527;Marcelo Moura;marinavieira@example.com;7004.91
528;Vinícius Brito;hribeiro@example.com;1698.96
529;Dr. Paulo Jesus;renanmarques@example.org;5554.48
530;João Pimenta;valentinacassiano@example.net;6637.64
531;Antony Cunha;henriquenunes@example.net;7459.88
532;Ravy Moraes;maria-julia26@example.net;1321.60
533;Luiz Otávio Nunes;lazevedo@example.net;2625.22
534;Lorena Macedo;saleslais@example.net;9377.96
535;Léo Dias;efonseca@example.org;1899.76
536;João Pedro Gomes;luiz-felipemoura@example.net;4441.54
537;Sr. Vinicius Vargas;davi58@example.net;5033.81
538;Sr. Matheus Abreu;azevedoisabela@example.net;9969.96
539;Dr. Thiago Carvalho;arthur91@example.com;8933.95
540;Heloisa Martins;anovaes@example.com;8337.93
541;Gael Andrade;jalves@example.org;8141.98
542;Ana Beatriz Andrade;luan12@example.org;6909.07
543;Dr. Nathan Rezende;rezendeemilly@example.net;9992.90
544;Francisco Rocha;maria-alicemachado@example.com;2381.85
545;Isabela Freitas;carvalhoravi-lucca@example.com;4826.79
546;Yan Borges;caldeiraana-beatriz@example.com;4399.90
547;Heloísa Moraes;nicole46@example.net;2228.77
548;Otávio Câmara;eloahda-luz@example.org;3036.93
549;Dr. Gael Araújo;yandrade@example.org;6615.89
550;Isis Fonseca;vitoria81@example.org;2342.94
551;Stephany Fernandes;igorcampos@example.com;2207.66
552;Gael Cardoso;fogacabenicio@example.net;4099.70
553;Apollo Almeida;yasminalbuquerque@example.com;6228.24
554;Maitê Melo;ccavalcante@example.net;1980.94
555;Ísis Andrade;fdias@example.net;8131.68
556;Marcos Vinicius Porto;melissafernandes@example.com;5921.02
557;João Gabriel Dias;arthur-miguelbrito@example.org;6776.69
558;Esther Pereira;wabreu@example.com;1891.32
559;Eloah Abreu;csilveira@example.net;2544.24
560;André Farias;yasminpeixoto@example.com;1290.28
561;Ian Costela;nfarias@example.net;7006.29
562;Dr. João Guilherme Sampaio;hellenada-costa@example.org;6672.22
563;Clarice Rodrigues;zmacedo@example.com;6533.93
564;Murilo Macedo;vinicius90@example.net;8271.85
565;Ayla Andrade;eduardomelo@example.org;3606.62
566;Guilherme Farias;da-cruzpaulo@example.com;2246.32
567;Ana Vitória da Costa;bernardomelo@example.org;1808.10
568;Benjamim Montenegro;otavio27@example.org;8289.30
569;Dr. Francisco Carvalho;albuquerqueheloisa@example.com;1596.91
570;Sr. Dom Sampaio;oduarte@example.com;3273.30
571;Laís Vargas;ester80@example.com;7763.02
572;Bruno Guerra;llima@example.com;2655.17
573;Ágatha Cassiano;catarinapacheco@example.com;7685.12
574;Ana Clara Andrade;raquel31@example.com;4666.06
575;Vicente Borges;tmelo@example.org;2824.39
576;Otávio Pires;pcamargo@example.net;7792.17
577;Maria Helena Sousa;aalves@example.com;5039.39
578;João Guilherme Mendes;eduarda74@example.org;6290.29
579;Letícia Leão;qmartins@example.com;5242.32
580;Joana Guerra;xgoncalves@example.org;4615.15
581;Levi da Luz;vjesus@example.org;1626.58
582;Ana Lívia Albuquerque;enovaes@example.com;1588.92
583;Mariah Sampaio;igor12@example.com;9445.26
584;Gabriela da Rosa;novaeslucas-gabriel@example.org;4618.13
585;Srta. Catarina Nunes;alicesales@example.org;4529.20
586;Sabrina Lima;bryanpastor@example.org;4912.43
587;Stella Rocha;eloah19@example.com;3590.28
588;Olívia Borges;lucas37@example.net;2529.13
589;Augusto Pereira;isaquemelo@example.net;2939.40
590;Joana Campos;bernardo74@example.net;2624.87
591;Benjamin Sampaio;santosaugusto@example.org;6276.30
592;Bruna Pires;vda-paz@example.net;5586.32
593;Bryan Correia;jsantos@example.net;4667.49
594;Maria Eduarda Cunha;pedro-henriquealmeida@example.org;4964.74
595;Caio Cavalcanti;juliasilveira@example.net;3690.67
596;Luan Rocha;icamargo@example.net;7442.89
597;Isabela da Mota;beatriz58@example.org;1613.58
598;Ravy Gomes;ana-julia13@example.com;3516.89
599;Emilly Rocha;davi-miguel30@example.com;6740.99
600;Alice Novais;pedro-henriquesousa@example.org;8759.92
601;Enzo Gabriel Aparecida;rhaviaragao@example.net;1737.45
602;Maria Laura Cardoso;evieira@example.net;2974.33
603;Maria Lopes;brenda79@example.org;1437.28
604;Aurora Siqueira;cunharaquel@example.org;8402.06
605;Igor Rios;ialbuquerque@example.net;9818.04
606;Dra. Ana Vitória Sampaio;maria-vitoria52@example.net;6032.54
607;Evelyn Moraes;jda-cunha@example.net;2522.14
608;Brenda Silva;maria-alice52@example.com;3128.19
609;Theodoro Aparecida;anna-lizazevedo@example.com;9431.53
610;Hadassa Rezende;julia76@example.net;5890.35
611;Pedro Gomes;mleao@example.net;7944.92
612;Ana Lívia Dias;salesthiago@example.org;2206.19
613;Heitor Novais;britobrayan@example.net;5247.63
614;Larissa Cavalcante;alvesgabrielly@example.net;4177.12
615;Calebe Lima;catarinaborges@example.com;1152.23
616;Nathan Dias;rael54@example.net;3743.25
617;Gabrielly Sousa;saparecida@example.org;6725.23
618;Melina Borges;theo65@example.org;2366.20
619;Liam Peixoto;anthonysouza@example.net;4421.92
620;Benjamim Lopes;alveslarissa@example.org;5127.76
621;José Pedro Fernandes;bella50@example.com;5547.21
622;Nathan Campos;hadassa87@example.net;2638.64
623;Asafe Sousa;teixeiradavi-miguel@example.com;4419.81
624;João Gabriel Almeida;clara48@example.com;8730.12
625;Diogo Cunha;machadogabriel@example.org;1349.53
626;Sr. João Guilherme Ferreira;pviana@example.net;3636.50
627;Maysa da Rosa;rodriguesheloisa@example.org;3828.65
628;Daniel Oliveira;ian02@example.org;4155.58
629;Arthur Gabriel Ferreira;ocunha@example.com;8372.00
630;Clara Brito;rsantos@example.com;6324.78
631;Agatha Casa Grande;biancapimenta@example.com;6608.37
632;Arthur Gabriel Silva;guilhermevieira@example.net;5876.65
633;Valentina Souza;allananovaes@example.org;9105.16
634;Lucca da Mota;eloa90@example.net;9762.02
635;Josué Barros;usousa@example.net;5932.34
636;Yasmin Pastor;cavalcantedante@example.net;5265.41
637;Ana Cecília Viana;maria-luisa98@example.org;1442.44
638;Olivia Costela;marqueseduardo@example.org;1740.55
639;Isabela Montenegro;nicolas71@example.net;1114.61
640;Alana Alves;jose28@example.org;1755.08
641;Sra. Ana Vitória da Luz;stellaandrade@example.org;9445.61
642;Sr. Alexandre Santos;martinsluiz-felipe@example.net;4323.29
643;José Pedro Albuquerque;rezendenoah@example.net;1937.29
644;Daniela Costela;gabriel70@example.net;3617.56
645;Samuel Silveira;costapaulo@example.com;1611.76
646;Letícia Araújo;ninasampaio@example.com;3581.92
647;Mariana Pimenta;gbarbosa@example.com;5198.29
648;Marcelo Pastor;bpacheco@example.com;8521.30
649;Antony Oliveira;thomas11@example.org;5605.86
650;Vitória Silva;mendesarthur-gabriel@example.net;1641.30
651;Lívia Cavalcanti;franciscoviana@example.net;9679.52
652;Davi Lucas Abreu;theo95@example.com;2622.60
653;Valentim Albuquerque;zoe72@example.net;3766.21
654;Sra. Maria Cecília Novais;ofogaca@example.org;3810.97
655;Maria Eduarda Santos;rnovais@example.com;8944.04
656;Cauã Alves;hcardoso@example.com;5751.16
657;Leandro Castro;isabellamontenegro@example.net;5295.45
658;Allana Aragão;kda-cunha@example.net;1145.71
659;Luísa Cirino;helena49@example.com;9356.13
660;Caio Aragão;eloahcavalcante@example.org;9013.82
661;Vinicius Mendes;luiz-miguelvargas@example.com;3088.80
662;Dr. Ian Fonseca;leo34@example.net;3887.13
663;Lucas Gabriel Lima;yasmin72@example.org;7748.56
664;Oliver Rezende;raquelbarros@example.org;4737.43
665;Sr. Breno da Rocha;joao-lucas84@example.net;6881.17
666;Caio Carvalho;rmacedo@example.org;6153.31
667;Aurora Correia;ibrito@example.net;9572.89
668;Dra. Ágatha Porto;pastoralicia@example.net;3777.84
669;Marcelo da Mota;usa@example.com;4018.13
670;Srta. Maria Cecília da Rosa;olivia30@example.org;3815.70
671;Ana Cardoso;barbosajulia@example.org;8186.85
672;Aurora Freitas;helenagomes@example.net;8890.00
673;Heloisa da Mata;joao-lucasbarros@example.org;8981.98
674;Stephany Vargas;cfernandes@example.com;5650.43
675;Ísis Souza;obrito@example.net;7018.98
676;Júlia Lopes;bernardoduarte@example.com;7789.33
677;Srta. Maria Clara Monteiro;rael92@example.com;8517.86
678;Josué Montenegro;marcela50@example.org;1414.92
679;Bruno Freitas;ana-laurasantos@example.com;3848.81
680;Dr. Renan Silveira;machadocaio@example.org;6464.16
681;Bryan Nogueira;isouza@example.org;2865.59
682;Yago Correia;thomasgarcia@example.net;1948.34
683;Sr. Henry Gabriel Casa Grande;pereiraravi-lucca@example.org;2477.55
684;Jade Aparecida;joao-lucasvargas@example.org;7062.16
685;Sr. Henry Casa Grande;karaujo@example.org;2652.02
686;Dr. Théo Leão;dramos@example.com;5020.75
687;Sr. Liam Macedo;ceciliavargas@example.net;3340.20
688;Camila Moraes;casa-grandeisis@example.net;3259.91
689;Alexia Rodrigues;montenegrolaura@example.net;9043.36
690;Sra. Lara Cunha;bda-mata@example.com;8186.47
691;Asafe Cavalcante;cmendonca@example.com;4086.80
692;Otto Correia;maria-lizdias@example.com;8993.15
693;Rodrigo Moreira;benjaminfreitas@example.net;8556.21
694;Laís Cavalcanti;kevin93@example.com;3049.76
695;Sofia Abreu;da-pazcatarina@example.net;3760.66
696;Davi Lucca Leão;yrocha@example.org;1922.88
697;Bella Abreu;joao-lucasrodrigues@example.net;5688.78
698;Anna Liz Campos;ndas-neves@example.net;5112.92
699;Pedro Henrique Castro;ana-ceciliacavalcante@example.org;6682.37
700;Sarah Peixoto;jose-pedroaraujo@example.net;9336.10
701;Dra. Mariane Marques;mirellabrito@example.net;4307.72
702;Clarice da Mata;antonellanovaes@example.org;8113.74
703;Juan da Conceição;procha@example.org;4566.47
704;Allana Ribeiro;valentim66@example.org;8193.76
705;Benicio da Mata;joao-miguel11@example.org;6922.84
706;Rafaela Barbosa;pabreu@example.net;9492.81
707;Catarina da Rocha;arthur19@example.com;5609.82
708;Sarah Silva;tcassiano@example.com;6561.74
709;Oliver Aparecida;danilo00@example.org;4406.72
710;Ana Vitória Ribeiro;da-motaana-liz@example.com;6782.39
711;Clarice da Cunha;peixotothales@example.com;6582.72
712;Dr. Paulo Vieira;diasotto@example.net;2574.55
713;Cecília Cavalcanti;luanfarias@example.net;1604.91
714;Sofia Fernandes;freitasvinicius@example.net;7553.79
715;Luiz Otávio Moura;vcirino@example.com;9277.94
716;Brayan Mendonça;silvalarissa@example.org;6393.25
717;Dra. Heloisa Sousa;bryan54@example.net;6752.67
718;Lorenzo da Mota;jade76@example.org;8396.34
719;Laís Lima;erickbrito@example.com;3817.15
720;Rodrigo Ramos;macedoalicia@example.net;7556.69
721;Srta. Gabriela Sá;bmonteiro@example.org;3969.17
722;Giovanna Marques;ana-juliamelo@example.net;8327.89
723;Felipe Sousa;daniel18@example.com;7346.05
724;Manuella da Mata;joanafernandes@example.org;5530.32
725;Ana Clara Novais;isabel64@example.org;2113.80
726;Luiz Miguel Albuquerque;davi-luccapereira@example.net;6350.65
727;Ravi Garcia;nicole97@example.org;5395.53
728;Sra. Clarice da Luz;alexandremacedo@example.com;4838.08
729;João Lucas Cirino;jose-pedroda-mata@example.com;3651.91
730;Vitória Costela;bnovais@example.com;4378.67
731;Rafael Nunes;nunesalice@example.com;8361.19
732;Eloá Nascimento;luiz-henrique05@example.com;6144.24
733;Rafael Sampaio;ycorreia@example.com;8482.41
734;Mariane Fogaça;wduarte@example.com;1359.67
735;Pedro Miguel Novais;arthur-miguel15@example.org;1458.22
736;Brenda Fogaça;ana-julia65@example.org;7936.54
737;Ágatha Gomes;jpinto@example.net;6893.66
738;Sr. Calebe Cassiano;diasvitor-gabriel@example.net;4451.27
739;Sr. Benicio Costela;gda-luz@example.org;6683.64
740;Maria Sophia Pastor;vitor-hugosilva@example.com;2567.49
741;Sra. Ana Sophia Pires;smachado@example.net;5445.10
742;Breno Brito;isabellacaldeira@example.com;9805.03
743;Luigi da Cunha;palbuquerque@example.org;5459.28
744;Sra. Milena Silva;xmoura@example.net;6444.25
745;João Guilherme Mendonça;gsampaio@example.org;4664.24
746;Julia Montenegro;wsouza@example.org;4697.81
747;Helena Oliveira;joao-lucaspimenta@example.org;6920.52
748;Emilly Freitas;ccardoso@example.org;4915.65
749;Ana Julia da Mota;gabrielly85@example.org;5344.48
750;Dr. Josué Lima;portoheloisa@example.org;9191.33
751;Eduardo Cirino;caueda-rosa@example.org;3671.74
752;Vitor Gabriel Leão;jnascimento@example.com;5346.11
753;Vitor Melo;andre82@example.com;5796.00
754;Brenda Pinto;brenda84@example.com;8491.20
755;Rebeca Moraes;igorviana@example.net;1260.91
756;Luiz Felipe Viana;vgarcia@example.com;7503.17
757;Lucas Costela;luna49@example.net;2060.52
758;Dr. Murilo Gonçalves;luara43@example.com;8760.86
759;Brayan Vasconcelos;sampaionatalia@example.net;3687.58
760;Alice Nogueira;marcelalima@example.net;4662.15
761;Maria Sophia Moreira;ana-cecilia16@example.org;3565.49
762;Gabriel Rodrigues;henriquefogaca@example.org;4701.61
763;Esther Mendes;isiqueira@example.org;3391.77
764;Lunna da Paz;nogueiramaite@example.org;5549.57
765;Julia Gonçalves;gabrielly50@example.org;9787.13
766;Samuel Rezende;sramos@example.org;2166.01
767;Marcelo Porto;martinsluiz-miguel@example.net;4955.73
768;Dra. Ágatha Nogueira;marcela66@example.net;3148.94
769;Yuri Caldeira;lucascassiano@example.org;6984.18
770;Pietra Vargas;nicolasnovaes@example.org;9290.28
771;Isabelly Lopes;gabrielaragao@example.com;4456.01
772;Sr. Diogo Ferreira;joao-guilherme66@example.com;8303.47
773;Nathan Sampaio;gael-henrique64@example.com;7970.41
774;Sra. Lunna Monteiro;theodas-neves@example.org;9736.80
775;Júlia Garcia;laura09@example.org;9799.78
776;Sophia Martins;usouza@example.org;9305.07
777;Maria Eduarda Fonseca;xcamara@example.com;9866.32
778;Stella Duarte;joao-pedrocamara@example.org;3076.99
779;Emilly da Costa;wvargas@example.net;6063.45
780;Eloá Aragão;ccosta@example.org;8235.46
781;Heloisa Fogaça;peixotolunna@example.net;7030.67
782;Mariana Novaes;riosester@example.net;6819.47
783;Benicio Rios;heloisa81@example.net;6252.42
784;Maria Clara Nunes;benicio95@example.com;7156.40
785;Srta. Ana Luiza Moreira;da-rosamaria-luisa@example.net;6373.56
786;Luiz Fernando Freitas;oliveiramiguel@example.org;4971.03
787;Maria Helena Nogueira;caue02@example.net;5059.84
788;Théo Casa Grande;da-motajoaquim@example.com;3710.66
789;Isabel Sales;ycosta@example.net;2658.45
790;Beatriz Nogueira;antonioviana@example.org;6488.24
791;Diego da Rosa;lucasda-rocha@example.net;9254.28
792;Isis Peixoto;aurora94@example.com;8272.36
793;Dra. Marina Sampaio;barroscaleb@example.net;9901.72
794;Cecilia Peixoto;azevedomathias@example.net;4088.07
795;Cecília da Cruz;qsa@example.net;3928.91
796;Dra. Maria Eduarda Nunes;rafael19@example.net;5058.42
797;Kaique Câmara;ycirino@example.org;6337.96
798;Pedro Henrique da Paz;lcostela@example.net;9690.01
799;Vitor Alves;ccorreia@example.net;1776.09
800;Davi Pires;da-cunhamaria-sophia@example.com;4998.53
801;Enrico Peixoto;mourabianca@example.net;8883.12
802;Bruna Duarte;ana-cecilianascimento@example.com;7134.30
803;Heloísa Pastor;maria-helenacardoso@example.net;1192.15
804;Luiz Miguel Pires;luisa96@example.net;8796.01
805;Theo Martins;garciapedro-miguel@example.org;7077.80
806;Dra. Mariane Marques;maria-sophiaabreu@example.com;1285.60
807;Caio da Costa;idias@example.net;6190.37
808;Felipe Nunes;gcamargo@example.org;2672.11
809;Sra. Ana Laura Borges;cauebarbosa@example.net;3950.02
810;Ravi Lucca Campos;santosstephany@example.com;6172.74
811;Josué Moraes;cardosoisabel@example.org;8919.34
812;Lorena Ferreira;vieirasophia@example.com;7924.61
813;Sophie Cavalcante;ferreiramaite@example.org;3536.48
814;Antonella Martins;caragao@example.net;8854.71
815;Davi Lucas Pinto;carlos-eduardoda-costa@example.net;3661.86
816;Sra. Ana Luiza Cavalcante;sophiacassiano@example.org;8258.96
817;Zoe Santos;vasconcelospietra@example.net;1208.65
818;Luana Siqueira;heitorcassiano@example.com;7047.36
819;Maria Julia da Mota;maria-clarada-mata@example.com;1906.68
820;Sr. Mateus Cassiano;jbarbosa@example.org;3962.37
821;Camila Nascimento;isilva@example.net;5117.21
822;Davi Miguel Vargas;raquelrezende@example.org;3722.82
823;Ana Vitória Araújo;theo22@example.com;5707.81
824;Ravy Moreira;ferreiragabrielly@example.net;1545.91
825;Otto da Cruz;castromaria-julia@example.com;9253.79
826;Sra. Eduarda Castro;silveiraerick@example.net;1918.64
827;Nina Silva;isaacmonteiro@example.org;9973.07
828;Agatha da Mata;araujoraul@example.net;4833.44
829;Vitor Alves;qcamara@example.com;3858.62
830;Hellena Moraes;arthurcorreia@example.org;2232.66
831;Isabelly Freitas;xcunha@example.org;8890.33
832;Sr. Benicio Nascimento;aurorada-cunha@example.com;6634.46
833;Luísa Rios;maiteleao@example.org;4603.59
834;Calebe Sousa;augusto65@example.org;8735.11
835;Antonella Lima;montenegrovitoria@example.org;2544.67
836;Davi Luiz Rios;vmelo@example.com;9633.21
837;Samuel Costela;apolloporto@example.com;5657.47
838;Guilherme Novais;apires@example.net;6687.87
839;Dra. Maria Isis Abreu;ravi-lucca20@example.org;3596.53
840;Manuela Sá;pedro-henrique25@example.org;6098.14
841;João Lucas Souza;zsampaio@example.net;5919.10
842;Heloisa Sousa;nathan11@example.com;4656.34
843;Nicolas Vargas;luiz-migueldias@example.net;5013.81
844;Bernardo Mendes;joao-felipefernandes@example.net;2990.99
845;Igor Marques;gborges@example.net;6044.74
846;Rebeca Aparecida;da-luzyasmin@example.org;3794.98
847;Laura da Rosa;pastorrhavi@example.org;8300.94
848;Camila Pereira;cunhaguilherme@example.net;4055.14
849;Alícia Freitas;hcassiano@example.net;5783.61
850;Davi Lucas Pereira;jose-pedro08@example.com;4675.34
851;Mariana Casa Grande;cirinomarcos-vinicius@example.com;9283.52
852;Maria Flor Cavalcante;sarasiqueira@example.com;8992.05
